 ,statussummary,status,asm,jira,sample,accession,species,coi,organelle,uli,sts_priority,common name,sex,genomic sex,ploidy,taxon,genus,family,family_taxon,order,phylum,BioSample,BioProject,darwin,vgp_orders,vgp_plus,asg,erga-pilot,erga-bge,tol,25g,psyche,bat1k,aegis,nematodes,britain&ireland,dnazoo,cichlids,BADASS,filr,rodents,jiggins,meier,jaron,murchison,millport,cetacean,R&D,protist-microalgae,UKbutterflies,sts size (Mb),est. size (Mb),htzgy (%),rep frac (%),long read cov (gscope),long read cov (sts),10XG cov (gscope),10XG cov (sts),last_data,sts pacbio status (new),sts hic status (new),hic_from,PacBio,ONT,10XG,Htag,BioNano,HiC,RNAseq,IsoSeq,raw data sub,submission todo,runs,contig N50 (Mb),contig count,scaffold N50 (Mb),"scaffold	count",longest (Mb),length (Mb),BUSCO,QV,completeness,pipeline status,doi,notes,"Calculated, for Family_TXID_Pivot"
,6 data generation,65_hic_only,,,ilAclVari1,Ox001972,Acleris variegana,,,,,garden rose rortrix,U,,,572803,Acleris,Tortricidae,7139,Lepidoptera,Arthropoda,SAMEA110451511,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilAclVari1,,,,,,●,,,,,,,,,,,,,,,,,,"Tortricidae,7139"
,6 data generation,65_hic_only,,,ilAdeCroe1,NHMUK014037159,Adela croesella,,,,,,F,,,1869408,Adela,Adelidae,30222,Lepidoptera,Arthropoda,SAMEA11025061,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilAdeCroe1,,,,,,●,,,,,,,,,,,,,,,,,,"Adelidae,30222"
,6 data generation,65_hic_only,,,ilAmbAcan1,NHMUK014394789,Amblyptilia acanthadactyla,,,,,,,,,2560943,Amblyptilia,Pterophoridae,186111,Lepidoptera,Arthropoda,SAMEA111458454,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,IN_PROGRESS,COMPLETE,ilAmbAcan1,,,,,,●,,,,,,,,,,,,,,,,,,"Pterophoridae,186111"
,6 data generation,65_hic_only,,,ilAncBadi1,Ox003080,Ancylis badiana,,,,,common roller,U,,,1594232,Ancylis,Tortricidae,7139,Lepidoptera,Arthropoda,SAMEA113425684,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilAncBadi1,,,,,,●,,,,,,,,,,,,,,,,,,"Tortricidae,7139"
,6 data generation,65_hic_only,,,ilApaLith1,Ox001683,Apamea lithoxylaea,,,,,light arches,U,,,987881,Apamea,Noctuidae,7100,Lepidoptera,Arthropoda,SAMEA10978950,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,IN_PROGRESS,COMPLETE,ilApaLith1,,,,,,●,,,,,,,,,,,,,,,,,,"Noctuidae,7100"
,6 data generation,64_10x_hic_only,,,ilApoPilo1,Ox000318,Apocheima pilosaria,,,,,pale brindled beauty,M,,,326965,Apocheima,Geometridae,82593,Lepidoptera,Arthropoda,SAMEA8563694,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,527,0.9,35,,,52,51,2021-06-28,UNKNOWN,COMPLETE,ilApoPilo1,,,●,,,●,●,,,,,,,,,,,,,,,,,"Geometridae,82593"
,6 data generation,64_10x_hic_only,,,ilArgBroc1,Ox000036,Argyresthia brockeella,,,,,gold-ribbon argent,U,,,1178059,Argyresthia,Argyresthiidae,572717,Lepidoptera,Arthropoda,SAMEA7519825,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,"1,066",1.1,58,,,35,,2021-05-02,UNKNOWN,COMPLETE,ilArgBroc3,,,●,,,●,●,,,,,,,,,,,,,,,,,"Argyresthiidae,572717"
,6 data generation,65_hic_only,,,ilArgCurv1,Ox001940,Argyresthia curvella,,,,,brindled argent,U,,,1869479,Argyresthia,Argyresthiidae,572717,Lepidoptera,Arthropoda,SAMEA10979203,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilArgCurv1,,,,,,●,,,,,,,,,,,,,,,,,,"Argyresthiidae,572717"
,6 data generation,65_hic_only,,,ilAstAlbu1,Ox000828,Asthena albulata,,,,,small white wave,U,,,934920,Asthena,Geometridae,82593,Lepidoptera,Arthropoda,SAMEA7746635,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-05-02,UNKNOWN,COMPLETE,ilAstAlbu1,,,,,,●,,,,,,,,,,,,,,,,,,"Geometridae,82593"
,6 data generation,65_hic_only,,,ilBacClau1,Ox001731,Bacotia claustrella,,,,,shining bagworm,U,,,1869494,Bacotia,Psychidae,93884,Lepidoptera,Arthropoda,SAMEA10978995,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilBacClau1,,,,,,●,,,,,,,,,,,,,,,,,,"Psychidae,93884"
,6 data generation,65_hic_only,,,ilBryBasa1,Ox001838,Bryotropha basaltinella,,,,,thatch neb,U,,,2561026,Bryotropha,Gelechiidae,32434,Lepidoptera,Arthropoda,SAMEA10979096,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilBryBasa1,,,,,,●,,,,,,,,,,,,,,,,,,"Gelechiidae,32434"
,6 data generation,65_hic_only,,,ilBrySene1,Ox003052,Bryotropha senectella,,,,,dull red neb,U,,,1100928,Bryotropha,Gelechiidae,32434,Lepidoptera,Arthropoda,SAMEA113425672,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilBrySene1,,,,,,●,,,,,,,,,,,,,,,,,,"Gelechiidae,32434"
,6 data generation,65_hic_only,,,ilBucBech1,Ox002147,Bucculatrix bechsteinella,,,,,hawthorn bent-wing,U,,,1216038,Bucculatrix,Bucculatricidae,198964,Lepidoptera,Arthropoda,SAMEA110451593,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilBucBech1,,,,,,●,,,,,,,,,,,,,,,,,,"Bucculatricidae,198964"
,6 data generation,65_hic_only,,,ilBucNigr1,Ox001885,Bucculatrix nigricomella,,,,,daisy bent-wing,U,,,1594241,Bucculatrix,Bucculatricidae,198964,Lepidoptera,Arthropoda,SAMEA10979146,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilBucNigr1,,,,,,●,,,,,,,,,,,,,,,,,,"Bucculatricidae,198964"
,6 data generation,65_hic_only,,,ilCalRufi1,Ox001962,Caloptilia rufipennella,,,,,small red slender,U,,,1678910,Caloptilia,Gracillariidae,98966,Lepidoptera,Arthropoda,SAMEA110451501,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilCalRufi1,,,,,,●,,,,,,,,,,,,,,,,,,"Gracillariidae,98966"
,6 data generation,65_hic_only,,,ilCalStig1,Ox003033,Caloptilia stigmatella,,,,,white-triangle slender,U,,,687019,Caloptilia,Gracillariidae,98966,Lepidoptera,Arthropoda,SAMEA113425658,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilCalStig1,,,,,,●,,,,,,,,,,,,,,,,,,"Gracillariidae,98966"
,6 data generation,65_hic_only,,,ilCarMorp1,NHMUK014425674,Caradrina morpheus,,,,,,U,,,572734,Caradrina,Noctuidae,7100,Lepidoptera,Arthropoda,SAMEA11025015,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,IN_PROGRESS,COMPLETE,ilCarMorp1,,,,,,●,,,,,,,,,,,,,,,,,,"Noctuidae,7100"
,6 data generation,65_hic_only,,,ilCatProm1,Ox003790,Catocala promissa,,,,2,light crimson underwing,U,,,1734906,Catocala,Erebidae,695564,Lepidoptera,Arthropoda,SAMEA114644839,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilCatProm1,,,,,,●,,,,,,,,,,,,,,,,,,
,6 data generation,65_hic_only,,,ilCelStri1,Ox003040,Celypha striana,,,,,barred marble,U,,,1030481,Celypha,Tortricidae,7139,Lepidoptera,Arthropoda,SAMEA113425664,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilCelStri1,,,,,,●,,,,,,,,,,,,,,,,,,"Tortricidae,7139"
,6 data generation,65_hic_only,,,ilChlMiat1,SAN00002757,Chloroclysta miata,,,,,autumn green carpet,U,,,1100945,Chloroclysta,Geometridae,82593,Lepidoptera,Arthropoda,SAMEA112819855,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilChlMiat1,,,,,,●,,,,,,,,,,,,,,,,,,"Geometridae,82593"
,6 data generation,65_hic_only,,,ilCnaRhod1,NHMUK013696845,Cnaemidophorus rhododactyla,,,,,,U,,,1870613,Cnaemidophorus,Pterophoridae,186111,Lepidoptera,Arthropoda,SAMEA10648983,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilCnaRhod1,,,,,,●,,,,,,,,,,,,,,,,,,"Pterophoridae,186111"
,6 data generation,65_hic_only,,,ilColAlbc1,Ox002155,Coleophora albicosta,,,,,gorse case-bearer,U,,,1869607,Coleophora,Coleophoridae,173644,Lepidoptera,Arthropoda,SAMEA110451601,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilColAlbc1,,,,,,●,,,,,,,,,,,,,,,,,,"Coleophoridae,173644"
,6 data generation,65_hic_only,,,ilColAlti1,Ox001602,Coleophora alticolella,,,,,common rush case-bearer,U,,,1150031,Coleophora,Coleophoridae,173644,Lepidoptera,Arthropoda,SAMEA10978769,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilColAlti1,,,,,,●,,,,,,,,,,,,,,,,,,"Coleophoridae,173644"
,6 data generation,65_hic_only,,,ilColHeme1,Ox001710,Coleophora hemerobiella,,,,,black-stigma case-bearer,U,,,1100954,Coleophora,Coleophoridae,173644,Lepidoptera,Arthropoda,SAMEA10978975,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilColHeme1,,,,,,●,,,,,,,,,,,,,,,,,,"Coleophoridae,173644"
,6 data generation,65_hic_only,,,ilColLuti1,Ox001693,Coleophora lutipennella,,,,,common oak case-bearer,U,,,1150063,Coleophora,Coleophoridae,173644,Lepidoptera,Arthropoda,SAMEA10978960,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilColLuti1,,,,,,●,,,,,,,,,,,,,,,,,,"Coleophoridae,173644"
,6 data generation,65_hic_only,,,ilColMult1,Ox003344,Colostygia multistrigaria,,,,,mottled grey,U,,,1869728,Colostygia,Geometridae,82593,Lepidoptera,Arthropoda,SAMEA113425846,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilColMult1,,,,,,●,,,,,,,,,,,,,,,,,,"Geometridae,82593"
,6 data generation,64_10x_hic_only,,,ilComBaju1,Ox000447,Comibaena bajularia,,,,,blotched emerald,U,,,986958,Comibaena,Geometridae,82593,Lepidoptera,Arthropoda,SAMEA7520665,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,399,0.3,35,,,19,,2020-12-03,UNKNOWN,COMPLETE,ilComBaju1,,,●,,,●,●,,,,,,,,,,,,,,,,,"Geometridae,82593"
,6 data generation,65_hic_only,,,ilCycAnnu1,Ox003067,Cyclophora annularia,,,,,the mocha,U,,,986959,Cyclophora,Geometridae,82593,Lepidoptera,Arthropoda,SAMEA112775016,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilCycAnnu1,,,,,,●,,,,,,,,,,,,,,,,,,"Geometridae,82593"
,6 data generation,65_hic_only,,,ilCydUlic2,Ox000442,Cydia ulicetana,,,,,grey gorse piercer,U,,,2753612,Cydia,Tortricidae,7139,Lepidoptera,Arthropoda,SAMEA7631563,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-03-30,UNKNOWN,COMPLETE,ilCydUlic2,,,,,,●,,,,,,,,,,,,,,,,,,"Tortricidae,7139"
,6 data generation,65_hic_only,,,ilDelInsc1,Ox001816,Delplanqueia inscriptella,,,,,brown powdered knot-horn,U,,,1870621,Delplanqueia,Pyralidae,7135,Lepidoptera,Arthropoda,SAMEA10979074,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilDelInsc1,,,,,,●,,,,,,,,,,,,,,,,,,"Pyralidae,7135"
,6 data generation,65_hic_only,,,ilDicAlpi1,NHMUK014561544,Dichrorampha alpinana,,,,,,,,,1594276,Dichrorampha,Tortricidae,7139,Lepidoptera,Arthropoda,SAMEA112222164,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilDicAlpi1,,,,,,●,,,,,,,,,,,,,,,,,,"Tortricidae,7139"
,6 data generation,65_hic_only,,,ilDysSubp1,NHMUK014425609,Dyseriocrania subpurpurella,,,,,,U,,,173635,Dyseriocrania,Eriocraniidae,41178,Lepidoptera,Arthropoda,SAMEA9654276,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilDysSubp1,,,,,,●,,,,,,,,,,,,,,,,,,"Eriocraniidae,41178"
,6 data generation,65_hic_only,,,ilEgiCons1,Ox003380,Egira conspicillaris,,,,2,silver cloud,U,,,997535,Egira,Noctuidae,7100,Lepidoptera,Arthropoda,SAMEA114644457,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilEgiCons1,,,,,,●,,,,,,,,,,,,,,,,,,
,6 data generation,64_10x_hic_only,,,ilEilComp1,Ox000467,Eilema complana,,,,,scarce footman,U,,,987418,Eilema,Erebidae,695564,Lepidoptera,Arthropoda,SAMEA7631556,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-06-16,UNKNOWN,COMPLETE,ilEilComp1,,,●,,,●,,,,,,,,,,,,,,,,,,"Erebidae,695564"
,6 data generation,65_hic_only,,,ilEilLurd1,Ox000662,Eilema lurideolum,,,,,common footman,U,,,987421,Eilema,Erebidae,695564,Lepidoptera,Arthropoda,SAMEA7701523,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-03-22,UNKNOWN,COMPLETE,ilEilLurd1,,,,,,●,,,,,,,,,,,,,,,,,,"Erebidae,695564"
,6 data generation,65_hic_only,,,ilElaAdsc1,Ox002157,Elachista adscitella,,,,,oblique-barred dwarf,U,,,315911,Elachista,Elachistidae,262431,Lepidoptera,Arthropoda,SAMEA110451603,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilElaAdsc1,,,,,,●,,,,,,,,,,,,,,,,,,"Elachistidae,262431"
,6 data generation,65_hic_only,,,ilElaAlbf1,Ox001936,Elachista albifrontella,,,,,white-headed dwarf,U,,,913187,Elachista,Elachistidae,262431,Lepidoptera,Arthropoda,SAMEA10979199,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilElaAlbf1,,,,,,●,,,,,,,,,,,,,,,,,,"Elachistidae,262431"
,6 data generation,65_hic_only,,,ilElaCana1,NHMUK014425665,Elachista canapennella,,,,,,M,,,913189,Elachista,Elachistidae,262431,Lepidoptera,Arthropoda,SAMEA9654283,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilElaCana1,,,,,,●,,,,,,,,,,,,,,,,,,"Elachistidae,262431"
,6 data generation,65_hic_only,,,ilElaGlei1,Ox001817,Elachista gleichenella,,,,,twin-barred dwarf,U,,,1594286,Elachista,Elachistidae,262431,Lepidoptera,Arthropoda,SAMEA10979075,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilElaGlei1,,,,,,●,,,,,,,,,,,,,,,,,,"Elachistidae,262431"
,6 data generation,65_hic_only,,,ilElaHumi1,Ox001887,Elachista humilis,,,,,obscure dwarf,U,,,912700,Elachista,Elachistidae,262431,Lepidoptera,Arthropoda,SAMEA10979148,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilElaHumi1,,,,,,●,,,,,,,,,,,,,,,,,,"Elachistidae,262431"
,6 data generation,65_hic_only,,,ilEndVers1,Ox003379,Endromis versicolora,,,,2,Kentish glory,M,,,119269,Endromis,Endromidae,119257,Lepidoptera,Arthropoda,SAMEA114644456,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilEndVers1,,,,,,●,,,,,,,,,,,,,,,,,,
,6 data generation,64_10x_hic_only,,,ilEpeFalc1,Ox000183,Epermenia falciformis,,,,,large lance-wing,U,,,2561279,Epermenia,Epermeniidae,754029,Lepidoptera,Arthropoda,SAMEA7519856,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,564,0.6,45,,,73,,2021-05-02,UNKNOWN,COMPLETE,ilEpeFalc1,,,●,,,●,●,,,,,,,,,,,,,,,,,"Epermeniidae,754029"
,6 data generation,65_hic_only,,,ilEpiCruc1,Ox001673,Epinotia cruciana,,,,,willow tortrix,U,,,1666554,Epinotia,Tortricidae,7139,Lepidoptera,Arthropoda,SAMEA10978941,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilEpiCruc1,,,,,,●,,,,,,,,,,,,,,,,,,"Tortricidae,7139"
,6 data generation,65_hic_only,,,ilEpiTene2,Ox003229,Epinotia tenerana,,,,,nut-bud moth,U,,,1660628,Epinotia,Tortricidae,7139,Lepidoptera,Arthropoda,SAMEA113425796,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilEpiTene2,,,,,,●,,,,,,,,,,,,,,,,,,"Tortricidae,7139"
,6 data generation,65_hic_only,,,ilEriSemi1,Ox001085,Eriocrania semipurpurella,,,,,early purple,U,,,41180,Eriocrania,Eriocraniidae,41178,Lepidoptera,Arthropoda,SAMEA10978721,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilEriSemi1,,,,,,●,,,,,,,,,,,,,,,,,,"Eriocraniidae,41178"
,6 data generation,64_10x_hic_only,,,ilGeoPapi1,Ox000571,Geometra papilionaria,,,,,large emerald,U,,,722665,Geometra,Geometridae,82593,Lepidoptera,Arthropoda,SAMEA8603125,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,705,1.0,37,,,63,101,2021-06-28,UNKNOWN,COMPLETE,ilGeoPapi1,,,●,,,●,,,,,,,,,,,,,,,,,,"Geometridae,82593"
,6 data generation,65_hic_only,,,ilGlyFors1,Ox001574,Glyphipterix forsterella,,,,,sedge fanner,U,,,1291413,Glyphipterix,Glyphipterigidae,687330,Lepidoptera,Arthropoda,SAMEA10978745,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilGlyFors1,,,,,,●,,,,,,,,,,,,,,,,,,"Glyphipterigidae,687330"
,6 data generation,65_hic_only,,,ilGlySimp3,Ox001415,Glyphipterix simpliciella,,,,,cocksfoot moth,U,,,1405621,Glyphipterix,Glyphipterigidae,687330,Lepidoptera,Arthropoda,SAMEA10166991,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilGlySimp3,,,,,,●,,,,,,,,,,,,,,,,,,"Glyphipterigidae,687330"
,6 data generation,65_hic_only,,,ilGraJant2,Ox001701,Grapholita janthinana,,,,,pale-bordered piercer,U,,,1869968,Grapholita,Tortricidae,7139,Lepidoptera,Arthropoda,SAMEA10978968,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilGraJant2,,,,,,●,,,,,,,,,,,,,,,,,,"Tortricidae,7139"
,6 data generation,65_hic_only,,,ilGraLoba1,Ox001938,Grapholita lobarzewskii,,,,,Kent fruit piercer,U,,,568175,Grapholita,Tortricidae,7139,Lepidoptera,Arthropoda,SAMEA10979201,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilGraLoba1,,,,,,●,,,,,,,,,,,,,,,,,,"Tortricidae,7139"
,6 data generation,65_hic_only,,,ilGraSyri2,Ox001900,Gracillaria syringella,,,,,common slender,U,,,753336,Gracillaria,Gracillariidae,98966,Lepidoptera,Arthropoda,SAMEA10979162,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilGraSyri2,,,,,,●,,,,,,,,,,,,,,,,,,"Gracillariidae,98966"
,6 data generation,65_hic_only,,,ilGypSoci1,NHMUK014425673,Gypsonoma sociana,,,,,,U,,,1101000,Gypsonoma,Tortricidae,7139,Lepidoptera,Arthropoda,SAMEA11025020,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilGypSoci1,,,,,,●,,,,,,,,,,,,,,,,,,"Tortricidae,7139"
,6 data generation,65_hic_only,,,ilHadComp1,NHMUK014584816,Hadena compta,,,,2,,,,,987949,Hadena,Noctuidae,7100,Lepidoptera,Arthropoda,SAMEA114805981,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilHadComp1,,,,,,●,,,,,,,,,,,,,,,,,,
,6 data generation,65_hic_only,,,ilHedNubi1,Ox001907,Hedya nubiferana,,,,,marbled orchard tortrix,U,,,572853,Hedya,Tortricidae,7139,Lepidoptera,Arthropoda,SAMEA10979169,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilHedNubi1,,,,,,●,,,,,,,,,,,,,,,,,,"Tortricidae,7139"
,6 data generation,65_hic_only,,,ilHelRufe2,Ox000678,Helcystogramma rufescens,,,,,orange crest,U,,,1449015,Helcystogramma,Gelechiidae,32434,Lepidoptera,Arthropoda,SAMEA7701539,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilHelRufe2,,,,,,●,,,,,,,,,,,,,,,,,,"Gelechiidae,32434"
,6 data generation,65_hic_only,,,ilHorTers1,Ox003715,Horisme tersata,,,,2,the fern,U,,,986989,Horisme,Geometridae,82593,Lepidoptera,Arthropoda,SAMEA114644767,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilHorTers1,,,,,,●,,,,,,,,,,,,,,,,,,
,6 data generation,65_hic_only,,,ilHysMacu2,Ox001898,Hysterophora maculosana,,,,,bluebell conch,U,,,2769456,Hysterophora,Tortricidae,7139,Lepidoptera,Arthropoda,SAMEA10979160,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilHysMacu2,,,,,,●,,,,,,,,,,,,,,,,,,"Tortricidae,7139"
,6 data generation,65_hic_only,,,ilIdaRust1,Ox001681,Idaea rusticata,,,,,least carpet,U,,,1101010,Idaea,Geometridae,82593,Lepidoptera,Arthropoda,SAMEA10978948,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilIdaRust1,,,,,,●,,,,,,,,,,,,,,,,,,"Geometridae,82593"
,6 data generation,65_hic_only,,,ilIdaSeri1,NHMUK014043154,Idaea seriata,,,,,small dusty wave,U,,,190354,Idaea,Geometridae,82593,Lepidoptera,Arthropoda,SAMEA9654270,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-09-29,UNKNOWN,COMPLETE,ilIdaSeri1,,,,,,●,,,,,,,,,,,,,,,,,,"Geometridae,82593"
,6 data generation,65_hic_only,,,ilLimPhra1,Ox001869,Limnaecia phragmitella,,,,,bulrush cosmet,U,,,687102,Limnaecia,Cosmopterigidae,173647,Lepidoptera,Arthropoda,SAMEA10979129,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,2022-03-21,IN_PROGRESS,COMPLETE,ilLimPhra1,,,,,,●,,,,,,,,,,,,,,,,,,"Cosmopterigidae,173647"
,6 data generation,65_hic_only,,,ilLozFors1,NHMUK014584812,Lozotaenia forsterana,,,,2,,U,,,1101015,Lozotaenia,Tortricidae,7139,Lepidoptera,Arthropoda,SAMEA114805992,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilLozFors1,,,,,,●,,,,,,,,,,,,,,,,,,
,6 data generation,65_hic_only,,,ilMelProc2,Ox003994,Melanthia procellata,,,,2,pretty chalk carpet,U,,,934947,Melanthia,Geometridae,82593,Lepidoptera,Arthropoda,SAMEA114644922,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilMelProc2,,,,,,●,,,,,,,,,,,,,,,,,,
,6 data generation,65_hic_only,,,ilMomSubb1,Ox001956,Mompha subbistrigella,,,,,garden Mompha,U,,,1594371,Mompha,Momphidae,173641,Lepidoptera,Arthropoda,SAMEA110451495,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilMomSubb1,,,,,,●,,,,,,,,,,,,,,,,,,"Momphidae,173641"
,6 data generation,65_hic_only,,,ilMorMaur1,Ox003787,Mormo maura,,,,2,old lady,U,,,988133,Mormo,Noctuidae,7100,Lepidoptera,Arthropoda,SAMEA114644836,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilMorMaur1,,,,,,●,,,,,,,,,,,,,,,,,,
,6 data generation,65_hic_only,,,ilMytConi1,Ox003801,Mythimna conigera,,,,2,brown-line bright-eye,U,,,987984,Mythimna,Noctuidae,7100,Lepidoptera,Arthropoda,SAMEA114644848,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,ilMytConi1,,,,,,●,,,,,,,,,,,,,,,,,,
,6 data generation,65_hic_only,,,ilNemMeta1,Ox001937,Nematopogon metaxella,,,,,buff long-horn,M,,,1660663,Nematopogon,Adelidae,30222,Lepidoptera,Arthropoda,SAMEA10979200,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilNemMeta1,,,,,,●,,,,,,,,,,,,,,,,,,"Adelidae,30222"
,6 data generation,65_hic_only,,,ilNeoDubi1,Ox001832,Neocochylis dubitana,,,,,little conch,U,,,2769475,Neocochylis,Tortricidae,7139,Lepidoptera,Arthropoda,SAMEA10979091,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,COMPLETE,ilNeoDubi1,,,,,,●,,,,,,,,,,,,,,,,,,"Tortricidae,7139"
,6 data generation,64_10x_hic_only,,,ilOpoSala2,Ox000051,Opostega salaciella,,,,,sorrel bent-wing,U,,,753213,Opostega,Opostegidae,98982,Lepidoptera,Arthropoda,SAMEA7519919,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,319,0.7,30,,,76,,2020-01-16,UNKNOWN,COMPLETE,ilOpoSala2,,,●,,,●,,,,,,,,,,,,,,,,,,"Opostegidae,98982"
